1.138059699999999975e+04 5.645086068144464925e-02
1.138559699999999975e+04 5.653475470666347730e-02
1.139059699999999975e+04 5.645929862417263523e-02
1.139559699999999975e+04 5.622522994462723911e-02
1.140059699999999975e+04 5.611772198249380394e-02
1.140559699999999975e+04 5.637249304741859257e-02
1.141059699999999975e+04 5.644272422228448910e-02
1.141559699999999975e+04 5.632133833548015611e-02
1.142059699999999975e+04 5.656869788742117933e-02
1.142559699999999975e+04 5.679252718471956146e-02
1.143059699999999975e+04 5.697722445977068673e-02
1.143559699999999975e+04 5.727908303102047238e-02
1.144059699999999975e+04 5.755492606003764777e-02
1.144559699999999975e+04 5.786884254664199922e-02
1.145059699999999975e+04 5.789182804936394977e-02
1.145559699999999975e+04 5.774097291651087566e-02
1.146059699999999975e+04 5.788310963626639577e-02
1.146559699999999975e+04 5.814986155927745481e-02
1.147059699999999975e+04 5.881852782760285669e-02
1.147559699999999975e+04 5.880700372064882192e-02
1.148059699999999975e+04 5.914775696436723462e-02
1.148559699999999975e+04 5.930082552272358809e-02
1.149059699999999975e+04 6.062043937277580147e-02
1.149559699999999975e+04 6.011398001674587294e-02
1.150059699999999975e+04 5.943183401244560987e-02
1.150559699999999975e+04 5.976925937886975321e-02
1.151059699999999975e+04 6.000557785205578448e-02
1.151559699999999975e+04 6.036969253495279297e-02
1.152059699999999975e+04 6.084530886904827851e-02
1.152559699999999975e+04 6.187397719633561111e-02
1.153059699999999975e+04 6.308031016955002734e-02
1.153400000000000000e+04 6.335163666255427817e-02
1.153500000000000000e+04 6.346635615177034784e-02
1.153600000000000000e+04 6.370736563134056507e-02
1.153700000000000000e+04 6.358049510266819415e-02
1.153800000000000000e+04 6.392503609080688043e-02
1.153900000000000000e+04 6.383141891573061721e-02
1.154000000000000000e+04 6.423556716346187634e-02
1.154100000000000000e+04 6.449355181465515896e-02
1.154120000000000073e+04 6.495996307427812089e-02
1.154139999999999964e+04 6.526706867926702904e-02
1.154160000000000036e+04 6.325779480858258197e-02
1.154179999999999927e+04 6.381329161390453253e-02
1.154200000000000000e+04 6.359006104152743755e-02
1.154220000000000073e+04 6.437206002483331080e-02
1.154239999999999964e+04 6.459361108273106722e-02
1.154260000000000036e+04 6.487594488339613885e-02
1.154279999999999927e+04 6.477845430806000726e-02
1.154300000000000000e+04 6.441772844481882809e-02
1.154320000000000073e+04 6.484944904907533059e-02
1.154339999999999964e+04 6.345161299928016307e-02
1.154360000000000036e+04 6.632143531176394602e-02
1.154379999999999927e+04 6.616188840171718932e-02
1.154400000000000000e+04 6.490501216300917364e-02
1.154420000000000073e+04 6.473119236741170512e-02
